P22,P2002,P3,P2,P1304,P2004,P28,P803,P1303,P27,P1301,P25,P23,P802,P0A,P2001,P801,P1,CAPITAL,CCAA,P14R,P26,P4,P804,P19,TAMUNI,P1302,ESTUDIOS,P2003
2,5,-4,-4,0,9,1,-2,10,1,0,2,66,-3,1,10,-5,-2,3,13,3,4,5,-5,1,5,5,4,1
1,3,-5,-4,8,8,1,-5,0,1,0,2,73,-5,1,9,-3,-3,3,13,4,2,5,-2,7,5,0,5,1
2,4,-4,-2,5,7,1,-3,0,2,5,1,50,-3,1,9,-3,-2,3,13,4,1,3,-3,6,5,5,4,2
1,5,-5,-1,0,10,1,-1,10,1,10,1,39,-5,1,10,-5,-2,3,13,3,5,5,-5,1,5,5,3,1
2,7,-5,-1,0,9,1,-3,3,1,0,7,38,-5,1,9,-5,-1,3,13,97,5,3,-5,1,5,0,6,5
1,2,-5,-4,5,8,1,-5,0,1,5,1,59,-5,1,7,-5,-4,3,13,1,5,5,-5,99,5,5,5,1
1,3,-3,-1,0,10,1,-4,0,1,0,1,51,-4,1,10,-4,-2,3,13,2,4,3,-4,1,5,10,3,1
2,7,-5,-1,0,7,1,-4,5,1,0,6,24,-5,1,9,-4,-2,3,13,5,5,4,-4,2,5,7,6,3
1,6,-5,-1,0,8,1,-5,0,1,0,1,38,-5,1,10,-5,-4,3,13,97,5,4,-5,5,5,0,4,2
2,3,-3,-2,0,10,1,-3,5,1,0,1,56,-3,1,10,-4,-3,3,13,2,6,4,-4,4,5,10,4,3
1,6,-5,-3,2,5,1,-4,0,1,0,1,49,-4,1,9,-4,-4,3,13,95,5,3,-3,5,5,0,4,2
1,5,-5,-2,5,7,1,-4,5,1,5,1,43,-4,1,9,-4,-2,3,13,2,2,5,-3,4,5,5,6,1
2,5,-5,-1,5,6,1,-5,0,1,0,4,52,-4,1,7,-4,-3,3,13,2,2,3,-4,5,5,5,5,1
2,5,-3,-1,3,9,1,-3,7,1,0,4,42,-2,1,10,-4,-1,3,13,3,2,3,-4,3,5,7,6,2
2,8,-4,-1,8,4,1,-3,0,1,0,1,54,-4,1,10,-5,-2,3,13,5,2,4,-3,1,5,0,3,5
2,5,-5,-2,2,6,1,-4,1,2,3,1,31,-3,1,9,-4,-3,3,13,17,5,4,-3,4,5,3,5,4
2,2,-4,-4,10,5,2,-3,1,1,9,7,55,-5,1,7,-2,-4,3,13,1,2,5,-3,8,5,1,2,9
1,5,-2,-1,9,5,2,-3,3,1,5,1,45,-3,1,6,-3,-2,3,13,2,2,2,-3,3,5,7,6,4
1,6,-5,-1,5,7,1,-4,0,1,3,1,31,-3,1,5,-3,-2,3,13,97,5,3,-4,7,5,5,3,4
2,6,-4,-1,7,6,1,-5,0,1,8,1,50,-5,1,8,-3,-1,3,13,4,2,4,-3,5,5,4,6,4
1,7,-4,-1,0,9,2,-3,7,2,0,1,41,-3,1,8,-4,-1,3,13,5,4,3,-5,1,5,4,5,6
2,3,-3,-1,0,10,3,-2,10,1,0,3,73,-3,1,10,-5,-1,3,13,3,6,3,-5,5,5,0,1,5
1,4,-3,-1,5,5,2,-5,0,1,5,2,72,-4,1,6,-3,-1,3,13,18,2,4,-3,7,5,0,3,1
2,3,-3,-4,7,6,1,-4,0,1,10,2,75,-3,1,7,-2,-2,3,13,1,1,3,-4,6,5,0,3,1
2,3,-4,-1,7,6,1,-4,2,1,2,1,38,-3,1,8,-3,-2,3,13,4,2,4,-3,6,5,4,6,2
1,4,-5,-1,5,5,1,-3,0,1,5,1,63,-5,1,8,-3,-2,3,13,4,1,5,-3,6,5,0,2,1
1,4,-2,-2,3,7,1,-3,8,1,0,2,75,-2,1,9,-4,-1,3,13,2,4,3,-4,3,1,10,6,2
1,5,-4,-1,3,5,1,-4,4,1,1,1,53,-4,1,8,-4,-2,3,13,5,5,3,-4,3,1,3,5,2
1,3,-4,-2,0,6,1,-5,0,2,0,1,57,-4,1,8,-4,-2,3,13,4,2,3,-4,5,1,0,6,2
1,4,-3,-2,8,8,1,-5,2,1,4,1,48,-4,1,7,-4,-3,3,13,4,2,3,-3,7,1,4,3,2
1,2,-5,-2,9,6,1,-3,0,2,5,1,36,-3,1,8,-3,-2,3,13,97,2,4,-3,6,1,5,5,1
1,5,-5,-1,9,7,1,-4,0,1,0,1,39,-3,1,5,-3,-1,3,13,18,2,4,-4,8,5,0,5,1
2,4,-3,-4,5,7,3,-3,4,1,0,3,89,-3,1,8,-5,-2,1,13,2,2,3,-3,3,7,9,2,2
1,3,-4,-3,4,5,1,-4,0,1,3,1,45,-4,1,7,-3,-3,1,13,4,1,3,-3,5,7,0,6,1
1,4,-5,-2,0,7,2,-3,3,1,0,1,52,-3,1,8,-5,-2,1,13,2,5,5,-4,5,7,7,6,3
1,6,-5,-3,8,7,2,-4,1,1,10,2,87,-4,1,8,-4,-2,1,13,1,1,5,-4,8,7,6,6,3
2,6,-3,-2,0,10,2,-3,7,1,0,4,64,-3,1,10,-4,-2,1,13,2,2,4,-4,1,7,8,6,7
2,5,-3,-4,8,7,3,-4,1,1,9,2,90,-3,1,7,-1,-4,1,13,1,1,3,-3,7,7,3,1,2
2,5,-3,-2,7,8,1,-3,3,2,5,2,82,-3,1,9,-4,-2,1,13,4,2,2,-2,7,7,4,4,2
1,5,-4,-1,0,10,1,-1,10,1,0,1,39,-4,1,10,-5,-2,1,13,3,5,3,-5,1,7,0,6,2
2,1,-3,-2,0,5,2,-3,7,1,0,1,49,-4,1,10,-5,-4,1,13,3,2,5,-4,1,7,3,2,2
2,5,-3,-2,0,8,1,-4,2,2,0,2,69,-3,1,9,-5,-4,1,13,2,2,3,-4,1,7,7,1,3
1,5,-3,-2,0,8,1,-3,0,1,10,1,53,-2,2,8,-3,-1,1,13,1,1,2,-3,6,7,0,5,3
1,3,-2,-2,3,10,2,-3,5,1,0,4,61,-2,1,9,-4,-2,1,13,2,2,3,-3,3,7,10,5,1
1,5,-4,-1,0,8,1,-2,6,1,0,1,55,-3,1,9,-4,-1,1,13,3,4,3,-5,2,7,3,5,1
1,6,-5,-3,0,6,1,-5,0,1,0,1,48,-5,1,6,-5,-2,1,13,97,6,4,-5,99,7,0,4,1
2,4,-3,-2,0,8,1,-5,0,1,0,4,54,-3,1,8,-4,-3,1,13,2,2,3,-5,3,7,8,3,5
1,4,-3,-2,10,6,1,-4,0,1,0,1,53,-3,1,8,-3,-2,1,13,4,6,3,-2,6,7,0,6,2
1,4,-3,-1,0,8,1,-3,5,1,0,1,38,-4,1,9,-5,-2,1,13,3,5,3,-5,1,7,0,6,3
1,4,-4,-1,0,10,1,-3,5,1,0,4,26,-2,1,10,-5,-1,1,13,2,5,4,-5,4,7,8,3,2
2,4,-4,-1,0,9,1,-2,8,1,0,1,25,-2,1,9,-5,-2,1,13,3,5,3,-5,2,7,6,6,2
1,3,-4,-4,1,5,1,-4,0,1,0,1,42,-4,1,7,-4,-4,1,13,97,1,4,-4,5,7,0,6,2
2,5,-4,-2,0,10,1,-2,10,1,0,2,64,-3,1,10,-5,-2,1,13,3,2,4,-5,1,7,0,6,2
2,7,-4,-3,4,8,1,-3,6,2,2,7,37,-3,1,8,-4,-3,1,13,2,2,4,-3,5,7,8,4,4
1,5,-4,-1,3,5,2,-5,0,1,0,1,28,-2,1,5,-5,-2,1,13,2,4,3,-5,5,7,8,5,1
1,5,-5,-3,2,10,1,-3,8,2,2,1,44,-3,1,9,-5,-1,1,13,97,5,4,-5,4,7,8,6,2
1,2,-3,-2,6,5,1,-4,0,1,8,1,54,-4,1,6,-2,-1,1,13,1,2,3,-2,5,7,0,6,1
1,3,-3,-1,0,10,1,-1,7,1,0,1,60,-2,1,10,-5,-1,1,13,3,2,3,-5,3,7,5,6,3
1,5,-4,-3,0,9,2,-4,5,1,0,5,26,-4,1,9,-4,-3,1,13,3,4,3,-4,4,7,5,6,3
2,5,-4,-2,0,7,1,-3,3,1,0,6,22,-3,1,9,-4,-2,1,13,2,6,3,-4,2,7,5,4,2
2,5,-3,-2,5,7,2,-3,4,2,6,4,34,-2,1,8,-3,-2,1,13,2,2,3,-4,4,7,8,6,2
2,3,-3,-1,0,9,1,-2,7,1,0,7,71,-2,1,9,-5,-2,1,13,2,2,3,-4,3,7,7,3,2
1,3,-4,-2,2,10,1,-3,0,2,0,1,26,-1,1,8,-4,-2,1,13,2,1,5,-3,3,7,8,6,1
1,5,-5,-2,0,7,1,-3,5,1,0,1,55,-3,1,9,-5,-2,1,13,95,4,5,-4,4,7,0,6,4
1,3,-3,-1,3,5,1,-5,0,1,7,1,53,-5,1,8,-3,-1,1,13,18,2,3,-3,8,7,0,5,1
2,3,-3,-1,2,8,1,-3,6,2,0,1,47,-2,1,9,-5,-1,1,13,2,2,2,-4,2,7,8,6,1
2,6,-5,-4,0,7,1,-4,5,1,0,1,32,-4,1,8,-5,-3,1,13,3,2,4,-5,3,7,5,6,2
2,5,-3,-2,5,5,1,-2,0,2,0,1,39,-3,1,9,-3,-2,1,13,4,5,3,-2,3,7,0,6,2
2,4,-4,-2,5,4,1,-4,0,1,0,2,77,-3,1,10,-4,-3,1,13,2,2,3,-3,4,7,9,4,1
2,1,-4,-2,5,5,1,-5,0,1,10,2,74,-4,1,10,-2,-3,1,13,1,1,3,-2,7,7,0,6,1
2,1,-3,-1,8,6,1,-4,1,1,6,2,70,-3,1,7,-2,-2,3,13,4,1,3,-2,7,4,2,6,1
1,4,-5,-3,3,7,1,-5,0,1,9,1,53,-5,1,6,-2,-3,3,13,1,1,5,-5,7,4,0,6,1
2,3,-5,-1,7,6,1,-5,0,1,9,1,56,-5,1,8,-2,-2,3,13,1,4,3,-2,7,4,0,6,2
1,4,-4,-2,7,6,1,-4,3,1,3,2,62,-2,1,6,-4,-2,3,13,4,4,3,-2,6,4,5,6,3
2,3,-5,-1,0,5,1,-5,0,1,10,2,71,-5,1,7,-2,-1,3,13,1,1,4,-3,7,4,0,4,1
2,5,-3,-2,3,9,1,-3,6,2,0,7,42,-3,2,9,-4,-2,3,13,3,2,3,-4,5,5,6,6,3
1,5,-5,-2,8,6,1,-5,0,1,5,1,48,-5,1,6,-3,-3,3,13,1,1,5,-3,8,5,0,5,1
1,4,-5,-1,3,9,1,-3,3,1,0,2,62,-2,1,9,-5,-1,3,13,2,2,4,-5,4,5,8,3,2
1,3,-3,-1,0,8,1,-2,8,1,0,2,71,-2,1,8,-4,-2,3,13,2,5,3,-4,2,5,10,3,4
2,5,-3,-2,0,7,1,-2,7,1,0,7,79,-2,1,9,-5,-3,3,13,5,2,3,-5,3,5,5,2,3
2,2,-4,-2,3,7,1,-4,5,1,0,1,57,-4,1,7,-4,-4,3,13,5,2,4,-4,2,5,6,6,1
2,3,-4,-3,0,5,1,-4,0,1,0,3,75,-2,1,8,-5,-2,3,13,2,1,4,-3,3,5,0,1,1
1,1,-1,-1,0,10,1,-3,7,1,0,2,83,-2,1,10,-5,-2,3,13,2,4,3,-5,1,5,10,2,2
1,5,-4,-2,3,8,1,-5,0,1,10,2,77,-4,1,10,-2,-2,1,13,1,1,3,-2,9,7,0,6,3
2,3,-3,-2,2,5,1,-3,3,1,0,1,50,-2,1,9,-5,-1,1,13,2,2,4,-5,1,7,10,5,1
1,3,-3,-4,6,6,1,-5,0,1,7,1,29,-5,1,8,-2,-4,1,13,1,5,3,-3,10,7,0,6,1
1,5,-4,-2,0,5,1,-5,1,1,0,1,53,-3,1,9,-4,-3,1,13,2,2,5,-3,3,7,1,5,2
1,5,-3,-4,4,6,2,-5,0,1,2,2,86,-4,1,7,-4,-4,1,13,2,2,3,-4,6,7,8,3,2
2,5,-4,-3,0,6,1,-5,0,1,0,2,81,-4,1,8,-4,-4,1,13,17,1,4,-4,8,7,0,3,1
2,4,-3,-3,5,7,1,-5,0,1,6,7,67,-4,1,8,-3,-3,1,13,4,2,3,-3,7,7,0,3,1
2,4,-3,-2,5,6,1,-4,0,1,5,4,39,-3,1,7,-3,-3,1,13,4,2,3,-3,5,7,0,5,3
2,4,-4,-1,1,10,1,-3,7,1,0,1,62,-3,1,9,-5,-1,1,13,5,4,5,-4,2,7,7,3,4
1,4,-3,-1,6,7,1,-5,4,1,5,1,42,-4,2,8,-4,-2,1,13,4,1,4,-4,6,7,4,6,2
2,5,-3,-1,0,8,1,-3,8,1,0,2,74,-3,1,9,-5,-2,1,13,5,4,3,-4,2,7,8,3,5
1,4,-2,-3,8,4,1,-2,6,1,7,1,60,-2,2,5,-2,-2,1,13,1,3,5,-1,6,7,8,5,3
2,2,-5,-1,0,9,1,-2,10,1,0,1,54,-2,1,10,-4,-2,1,13,3,2,5,-4,1,7,10,4,1
2,5,-4,-1,3,5,1,-3,1,1,3,1,60,-3,1,6,-3,-4,1,13,2,2,3,-3,5,7,3,6,3
1,1,-3,-2,0,9,1,-3,8,1,0,2,70,-3,1,10,-5,-3,1,13,2,5,4,-4,2,7,10,2,1
1,5,-4,-1,2,7,1,-5,0,1,0,2,69,-3,1,9,-4,-2,1,13,2,2,3,-2,6,7,5,3,1
1,5,-4,-3,10,6,1,-5,0,1,0,4,49,-5,1,9,-3,-3,1,13,4,2,4,-2,6,7,0,6,1
1,4,-3,-2,0,8,1,-4,0,1,0,2,78,-2,1,8,-3,-3,1,13,2,2,4,-3,4,7,6,3,2
1,5,-4,-3,0,9,1,-3,8,1,0,1,53,-3,1,8,-5,-1,1,13,3,5,3,-5,3,7,3,3,3
2,4,-2,-1,0,9,1,-2,4,1,0,2,77,-1,1,10,-5,-2,1,13,2,4,3,-4,4,7,10,3,2
1,5,-4,-2,5,6,1,-5,0,1,5,2,69,-3,1,7,-3,-3,1,13,4,2,2,-2,7,7,5,2,1
2,1,-3,-3,1,4,1,-3,3,1,0,2,47,-2,1,9,-4,-3,1,13,2,1,3,-3,4,7,10,4,3
2,4,-5,-2,8,8,1,-5,0,1,0,2,63,-4,1,8,-4,-3,1,13,4,1,4,-2,8,7,0,6,1
1,4,-3,-2,8,7,1,-5,2,1,9,1,36,-4,2,8,-2,-2,1,13,1,2,3,-2,7,7,3,5,2
2,4,-3,-2,4,7,1,-4,4,1,6,2,67,-3,1,9,-3,-3,1,13,1,2,5,-4,7,7,5,2,2
1,3,-3,-1,1,8,1,-3,8,1,0,2,66,-3,1,9,-4,-1,1,13,5,5,3,-4,1,7,4,6,2
2,6,-3,-2,1,8,1,-3,5,2,0,4,43,-3,2,8,-3,-2,1,13,2,2,3,-4,5,7,5,5,5
1,8,-3,-1,0,8,1,-3,7,2,0,4,51,-3,1,10,-4,-1,1,13,5,5,3,-3,1,7,7,6,2
2,3,-5,-4,3,7,1,-4,6,1,1,7,54,-3,1,9,-5,-4,1,13,2,2,5,-5,1,7,7,5,1
2,3,-5,-2,1,7,1,-3,5,1,1,3,75,-3,1,9,-4,-3,1,13,2,2,3,-4,3,7,10,3,2
1,2,-3,-1,4,8,1,-3,7,1,2,1,45,-3,1,9,-4,-3,1,13,2,4,3,-4,2,7,7,6,2
2,2,-3,-2,7,7,1,-5,1,1,10,7,40,-4,2,9,-2,-3,1,13,1,1,4,-3,9,7,2,3,1
1,2,-4,-3,3,7,1,-5,2,1,3,1,41,-5,2,7,-4,-3,1,13,97,4,4,-4,6,7,2,4,1
2,2,-3,-1,1,9,1,-3,8,1,1,3,58,-3,1,10,-5,-2,1,13,3,4,5,-5,1,7,6,3,1
1,4,-4,-3,5,8,1,-4,6,1,5,2,81,-3,1,8,-4,-3,1,13,2,2,5,-3,4,7,7,2,2
2,2,-3,-3,2,9,1,-2,9,1,2,3,65,-3,1,10,-4,-3,1,13,3,4,3,-4,1,7,8,2,1
1,5,-4,-3,0,7,1,-5,1,1,1,1,55,-4,1,8,-4,-4,1,13,2,2,2,-4,4,7,2,5,3
2,4,-2,-2,5,7,1,-2,8,1,1,1,36,-3,1,9,-3,-2,1,13,3,4,2,-3,2,7,6,4,2
2,2,-4,-3,7,7,1,-5,1,1,8,1,25,-4,1,8,-2,-3,1,13,1,2,4,-3,8,7,2,6,1
1,2,-4,-2,8,7,1,-5,1,1,6,6,28,-5,1,8,-3,-2,1,13,4,4,4,-3,7,7,1,4,1
1,2,-4,-2,9,6,1,-4,2,1,8,1,37,-3,1,8,-5,-2,1,13,4,4,4,-2,5,7,3,6,1
2,2,-4,-3,7,6,1,-5,0,1,9,7,53,-4,1,7,-2,-4,1,13,1,1,4,-4,7,7,1,6,1
1,4,-4,-2,4,7,1,-5,4,1,3,2,75,-3,1,8,-3,-3,1,13,2,1,4,-4,4,7,8,2,2
1,2,-5,-2,8,7,1,-5,0,1,8,1,50,-5,1,8,-4,-1,1,13,18,1,5,-4,10,7,1,3,1
2,3,-3,-1,4,7,1,-3,8,1,2,1,58,-3,1,8,-5,-2,1,13,2,4,3,-4,1,7,6,4,2
1,4,-4,-1,2,7,1,-3,6,1,0,2,66,-3,1,10,-4,-1,3,13,2,4,3,-4,3,5,10,6,2
1,5,-3,-2,0,8,1,-3,5,1,0,1,53,-4,1,10,-4,-2,3,13,3,5,3,-4,1,5,0,4,3
1,4,-3,-1,4,7,1,-3,4,1,0,1,62,-3,1,9,-4,-2,3,13,2,4,3,-3,4,5,6,6,2
2,6,-3,-1,0,10,1,-3,1,1,0,1,38,-3,1,10,-4,-2,3,13,5,5,3,-4,1,5,1,6,3
2,6,-5,-1,0,8,1,-5,0,2,0,1,45,-5,1,8,-5,-2,3,13,97,6,5,-5,1,5,10,6,6
1,3,-4,-3,8,6,1,-3,3,1,0,6,19,-4,1,8,-5,-3,3,13,4,5,3,-2,5,5,4,4,1
2,2,-4,-2,0,8,1,-4,9,1,0,6,18,-3,1,10,-4,-3,3,13,2,5,4,-4,2,5,9,4,2
2,4,-4,-1,0,9,1,-3,0,1,0,2,67,-3,1,10,-5,-1,3,13,2,4,3,-3,4,5,10,4,2
1,4,-5,-1,2,7,1,-2,10,1,0,6,23,-3,1,9,-5,-1,3,13,5,5,5,-4,1,5,5,5,3
1,3,-3,-1,6,7,2,-4,2,1,0,1,41,-3,1,8,-4,-2,3,13,2,4,2,-3,4,5,8,4,1
1,2,-5,-2,1,5,1,-4,0,1,3,1,50,-3,1,5,-3,-2,3,13,97,1,3,-3,7,5,0,6,1
1,4,-2,-1,0,8,1,-3,2,1,0,1,58,-2,1,9,-4,-1,3,13,2,4,3,-4,3,5,10,6,2
2,4,-4,-2,0,8,1,-3,8,1,0,1,54,-3,1,9,-5,-2,3,13,2,4,3,-4,2,5,10,6,2
2,3,-4,-1,1,8,1,-4,2,1,0,1,51,-3,1,9,-4,-1,3,13,2,4,4,-4,3,5,10,6,1
2,4,-4,-4,0,6,1,-4,0,1,0,7,62,-4,1,8,-4,-3,3,13,2,4,4,-4,5,5,1,3,2
1,5,-4,-3,0,8,1,-2,5,1,0,4,40,-3,1,8,-5,-3,3,13,3,5,5,-4,2,5,5,4,2
2,1,-4,-4,0,7,1,-4,0,1,10,7,87,-3,1,10,-2,-4,3,13,1,1,4,-3,10,5,0,2,1
2,2,-5,-4,0,5,1,-5,0,2,0,1,86,-5,1,6,-2,-4,3,13,97,1,5,-3,10,5,0,3,1
1,5,-4,-2,0,7,1,-3,7,1,0,2,69,-3,1,9,-5,-3,3,13,2,4,4,-4,2,5,8,3,3
1,2,-3,-3,1,9,1,-4,5,2,0,2,70,-4,1,8,-4,-3,3,13,2,2,4,-5,3,5,5,5,1
2,6,-4,-1,2,7,1,-2,7,1,0,1,41,-3,1,8,-5,-2,3,13,3,5,5,-3,2,5,5,6,3
2,5,-4,-1,5,6,1,-4,0,1,0,4,32,-4,1,9,-5,-3,3,13,17,5,3,-4,4,3,2,6,2
2,5,-2,-1,1,8,1,-3,3,1,0,1,40,-2,2,10,-4,-1,3,13,2,2,2,-3,4,3,7,6,2
1,4,-3,-2,2,7,1,-3,6,1,4,1,38,-3,1,8,-4,-2,3,13,2,4,3,-5,3,3,7,6,2
1,3,-5,-2,0,8,1,-4,4,1,0,1,40,-4,1,8,-5,-1,3,13,17,5,4,-5,2,3,1,4,2
1,6,-5,-1,7,7,1,-5,3,1,2,1,38,-5,1,9,-5,-3,3,13,4,4,3,-4,5,3,5,3,3
2,5,-5,-1,1,8,1,-2,10,1,0,7,62,-3,1,10,-4,-2,3,13,3,4,4,-4,1,3,2,2,1
1,3,-4,-3,5,6,1,-5,1,1,5,1,54,-5,1,7,-3,-4,3,13,4,2,3,-3,5,3,3,5,2
2,1,-4,-2,8,5,1,-5,0,1,0,1,42,-4,1,10,-4,-2,3,13,4,2,4,-2,5,3,0,5,1
2,5,-2,-1,0,9,1,-2,9,1,0,1,52,-3,1,9,-5,-1,3,13,5,4,4,-5,1,5,4,6,3
1,3,-3,-2,3,5,1,-3,0,1,5,2,63,-3,1,5,-3,-2,3,13,4,2,3,-3,6,5,10,6,1
2,4,-4,-2,4,6,1,-3,6,1,0,2,63,-3,1,9,-5,-3,3,13,2,5,3,-4,2,5,7,3,3
1,3,-4,-2,3,5,1,-5,0,1,6,2,73,-4,1,7,-2,-3,3,13,18,1,3,-3,10,5,0,2,1
2,4,-3,-1,1,7,1,-2,6,1,0,1,59,-3,1,9,-5,-2,3,13,3,4,4,-3,1,5,6,6,4
2,5,-3,-2,0,10,1,-2,8,1,0,4,58,-3,1,8,-4,-2,3,13,2,4,3,-4,3,5,10,4,6
1,4,-3,-3,7,8,1,-5,0,1,6,1,50,-4,1,8,-2,-2,3,13,4,1,2,-2,99,5,0,6,1
1,5,-3,-2,0,7,1,-4,5,1,0,1,25,-3,1,8,-5,-1,3,13,5,5,3,-5,1,5,2,6,4
2,4,-4,-2,5,5,1,-4,0,1,5,1,42,-3,1,8,-3,-2,3,13,97,4,3,-4,99,5,3,5,3
1,4,-4,-3,0,5,1,-4,0,1,10,2,84,-3,1,6,-2,-3,3,13,1,1,2,-2,7,4,0,3,2
2,5,-3,-1,0,7,1,-2,7,1,0,1,39,-3,1,9,-5,-1,3,13,5,5,5,-5,3,4,0,5,3
2,3,-3,-1,0,7,1,-2,8,1,0,1,62,-2,1,8,-4,-2,3,13,3,2,3,-4,3,4,8,6,2
2,3,-4,-2,0,7,1,-2,5,1,0,1,34,-4,1,8,-5,-2,3,13,5,5,4,-4,3,4,0,6,3
2,4,-4,-3,3,6,1,-5,1,1,0,1,23,-5,1,8,-5,-3,3,13,97,5,5,-5,4,4,0,6,3
1,3,-5,-4,0,4,1,-4,0,1,0,1,29,-4,1,7,-4,-4,3,13,97,4,2,-4,5,4,0,5,1
1,3,-4,-1,0,6,1,-2,8,1,0,6,25,-3,1,7,-4,-2,3,13,3,5,4,-4,3,4,0,5,2
1,3,-3,-1,1,5,1,-3,3,1,1,2,64,-2,1,8,-4,-2,3,13,5,5,3,-4,3,4,7,6,3
1,4,-5,-2,7,5,1,-4,6,1,0,1,39,-5,1,7,-3,-2,3,13,4,2,5,-2,4,4,3,5,3
2,1,-5,-2,5,5,1,-5,0,1,5,2,65,-5,1,7,-3,-3,1,13,4,2,5,-3,5,7,0,3,1
1,3,-3,-3,7,7,1,-3,4,1,3,1,58,-3,1,9,-3,-3,1,13,4,1,3,-3,5,7,6,6,1
2,1,-5,-4,0,5,1,-5,0,1,7,2,75,-4,1,6,-2,-4,1,13,1,1,5,-4,5,7,0,6,1
1,2,-3,-3,3,5,1,-4,0,1,6,2,74,-3,1,5,-3,-2,1,13,1,2,3,-3,5,7,2,4,1
2,3,-4,-1,0,6,1,-5,0,1,8,7,82,-4,1,7,-3,-2,1,13,1,1,3,-3,7,7,0,2,1
1,7,-5,-1,0,9,1,-4,5,1,0,1,49,-5,1,9,-5,-1,1,13,5,4,5,-5,2,7,0,4,4
2,3,-4,-1,4,4,1,-5,2,2,5,4,50,-4,1,5,-3,-2,1,13,18,2,4,-3,8,7,4,6,1
2,3,-3,-1,3,6,1,-3,4,2,4,1,29,-2,2,6,-3,-1,1,13,2,2,3,-4,3,7,9,6,7
1,5,-4,-3,0,8,1,-3,0,1,0,1,52,-2,1,8,-4,-3,3,13,2,2,4,-3,5,3,0,4,2
2,2,-4,-1,6,5,1,-4,0,1,9,6,24,-4,1,7,-2,-2,3,13,1,2,3,-3,7,3,0,6,1
2,3,-4,-1,8,7,1,-5,0,1,8,1,35,-5,1,6,-2,-2,3,13,1,2,4,-3,7,3,1,6,1
1,3,-3,-1,0,7,2,-3,2,1,0,1,31,-2,1,7,-4,-2,3,13,2,5,3,-3,4,3,9,3,2
1,3,-3,-3,8,5,1,-5,0,1,8,6,18,-4,1,6,-2,-3,3,13,1,1,3,-2,5,3,0,3,1
2,4,-3,-1,1,6,1,-3,3,1,1,1,46,-3,1,7,-5,-1,3,13,2,3,4,-4,3,3,7,5,3
2,4,-5,-1,0,8,1,-2,8,1,0,7,55,-3,1,8,-5,-2,3,13,3,5,5,-4,3,3,1,3,2
1,3,-5,-1,7,5,1,-5,0,1,2,1,41,-5,1,8,-3,-1,3,13,4,1,3,-2,7,3,2,6,1
2,3,-5,-1,5,5,1,-5,0,1,8,2,64,-4,1,7,-2,-2,3,13,1,1,5,-3,7,3,0,6,2
2,4,-4,-1,8,5,1,-4,0,1,3,1,41,-4,1,6,-4,-2,3,13,4,2,3,-2,6,3,3,6,2
1,4,-4,-3,7,5,1,-4,2,1,4,1,32,-4,1,7,-4,-3,3,13,97,2,4,-4,4,3,4,6,2
2,4,-3,-1,8,5,1,-4,0,1,0,1,33,-3,2,6,-4,-1,3,13,4,1,3,-2,5,3,7,6,3
2,4,-3,-1,5,7,1,-3,6,1,0,4,51,-2,1,9,-4,-1,1,13,2,2,4,-3,2,7,10,5,3
1,5,-3,-3,5,8,1,-4,2,1,5,4,66,-2,1,8,-3,-3,1,13,2,3,3,-3,6,7,9,4,2
2,6,-3,-3,5,5,1,-3,2,2,6,4,38,-3,2,7,-3,-3,1,13,2,1,3,-3,4,7,8,4,2
2,4,-4,-3,5,6,1,-5,0,1,8,3,90,-4,1,8,-2,-2,1,13,18,1,2,-2,10,7,1,3,3
1,4,-3,-2,5,6,1,-5,0,2,9,1,26,-3,2,7,-3,-2,1,13,1,1,3,-4,7,7,5,5,2
2,4,-4,-3,8,6,1,-5,1,1,7,3,86,-4,1,7,-3,-4,1,13,4,1,4,-3,7,7,2,1,2
2,6,-3,-1,0,7,1,-4,0,1,0,4,57,-3,1,10,-5,-1,1,13,5,5,4,-4,1,7,8,5,2
1,4,-4,-3,4,6,1,-4,0,1,8,1,45,-4,1,8,-4,-3,1,13,1,2,5,-4,7,7,6,5,2
1,4,-4,-2,7,5,1,-5,1,1,5,1,55,-3,1,8,-3,-3,1,13,4,2,5,-2,6,7,3,5,2
1,4,-4,-2,5,9,1,-5,0,1,10,2,69,-5,1,9,-4,-2,3,13,18,2,3,-2,9,4,0,2,1
2,7,-5,-1,0,9,1,-3,7,2,0,1,32,-3,1,10,-4,-2,3,13,3,5,5,-4,1,4,3,5,3
2,5,-4,-1,5,5,1,-4,0,1,0,4,54,-4,1,5,-4,-2,3,13,2,5,3,-4,1,4,5,3,5
1,3,-3,-2,2,7,1,-3,5,1,1,2,64,-3,1,10,-4,-3,3,13,2,1,4,-4,1,4,8,3,1
1,7,-5,-3,0,10,1,-5,0,1,0,1,32,-5,1,10,-5,-2,3,13,5,5,5,-5,99,4,0,5,4
1,7,-5,-2,0,8,1,-5,0,1,0,1,54,-5,1,8,-5,-1,1,13,3,4,3,-5,1,7,0,4,4
2,3,-5,-3,0,9,1,-3,0,1,0,2,70,-2,1,9,-5,-4,1,13,2,2,4,-4,4,7,8,2,2
1,4,-5,-2,0,4,1,-5,0,1,5,6,21,-5,1,6,-2,-2,1,13,18,1,4,-4,6,7,0,4,1
2,5,-4,-2,5,6,1,-5,0,1,0,2,70,-5,1,10,-5,-2,3,13,97,2,4,-5,5,5,0,3,1
